"","act","scene","speaker","n"
"1207","Fjerde akt","Scene 3","Apelone",8
"1208","Fjerde akt","Scene 3","Arv",4
"1209","Fjerde akt","Scene 3","Chilian",6
"1210","Fjerde akt","Scene 3","Christoffer",6
"1211","Fjerde akt","Scene 3","Corfitz",12
"1212","Fjerde akt","Scene 3","Eleonora",7
"1213","Fjerde akt","Scene 3","En officer med knebelsbarter",2
"1214","Fjerde akt","Scene 3","Engelke",5
"1215","Fjerde akt","Scene 3","Første rådsherre",3
"1216","Fjerde akt","Scene 3","Gert Westphaler",4
"1217","Fjerde akt","Scene 3","Gottfried",4
"1218","Fjerde akt","Scene 3","Gusmann",4
"1219","Fjerde akt","Scene 3","Henrik",8
"1220","Fjerde akt","Scene 3","Isabella",1
"1221","Fjerde akt","Scene 3","Jacob",2
"1222","Fjerde akt","Scene 3","Jean",14
"1223","Fjerde akt","Scene 3","Jeppe",3
"1224","Fjerde akt","Scene 3","Jeronimus",9
"1225","Fjerde akt","Scene 3","Jesper",5
"1226","Fjerde akt","Scene 3","Leander",3
"1227","Fjerde akt","Scene 3","Leonora",1
"1228","Fjerde akt","Scene 3","Madame la Fleche",2
"1229","Fjerde akt","Scene 3","Montanus",3
"1230","Fjerde akt","Scene 3","Nille",2
"1231","Fjerde akt","Scene 3","Officer",3
"1232","Fjerde akt","Scene 3","Officeren",6
"1233","Fjerde akt","Scene 3","Ovidius",3
"1234","Fjerde akt","Scene 3","Pernille",19
"1235","Fjerde akt","Scene 3","Philocyne",3
"1236","Fjerde akt","Scene 3","Rosiflengius",6
"1237","Fjerde akt","Scene 3","Sparenborg",7
"1238","Fjerde akt","Scene 3","Tyboe",5
"1239","Fjerde akt","Scene 3","Ulysses",7
"1240","Fjerde akt","Scene 3",NA,17
"1241","Fjerde akt","Scene 4","",4
"1242","Fjerde akt","Scene 4","1. officer",6
"1243","Fjerde akt","Scene 4","2. officer",4
"1244","Fjerde akt","Scene 4","3 mænd",4
"1245","Fjerde akt","Scene 4","Apelone",15
"1246","Fjerde akt","Scene 4","Chilian",8
"1247","Fjerde akt","Scene 4","Christoff",11
"1248","Fjerde akt","Scene 4","Christoffer",2
"1249","Fjerde akt","Scene 4","Corfitz",7
"1250","Fjerde akt","Scene 4","Cosmoligoreus",24
"1251","Fjerde akt","Scene 4","Den 2. officer",2
"1252","Fjerde akt","Scene 4","Donna Olympia",12
"1253","Fjerde akt","Scene 4","En pige",1
"1254","Fjerde akt","Scene 4","Espen",10
"1255","Fjerde akt","Scene 4","Første rådsherre",1
"1256","Fjerde akt","Scene 4","Gert",3
"1257","Fjerde akt","Scene 4","Geske",6
"1258","Fjerde akt","Scene 4","Gusmann",2
"1259","Fjerde akt","Scene 4","Henrik",29
"1260","Fjerde akt","Scene 4","Herman",17
"1261","Fjerde akt","Scene 4","Jacob",26
"1262","Fjerde akt","Scene 4","Jean",10
"1263","Fjerde akt","Scene 4","Jeronimus",7
"1264","Fjerde akt","Scene 4","Jesper",13
"1265","Fjerde akt","Scene 4","Kælling",4
"1266","Fjerde akt","Scene 4","Kællingen",2
"1267","Fjerde akt","Scene 4","Leander",4
"1268","Fjerde akt","Scene 4","Leonora",6
"1269","Fjerde akt","Scene 4","Lucilia",1
"1270","Fjerde akt","Scene 4","Magdelone",12
"1271","Fjerde akt","Scene 4","Montanus",28
"1272","Fjerde akt","Scene 4","Nille",3
"1273","Fjerde akt","Scene 4","Ovidius",5
"1274","Fjerde akt","Scene 4","Pedro",5
"1275","Fjerde akt","Scene 4","Penia",5
"1276","Fjerde akt","Scene 4","Pernille",28
"1277","Fjerde akt","Scene 4","Philocyne",2
"1278","Fjerde akt","Scene 4","Pigen",2
"1279","Fjerde akt","Scene 4","Rosiflengius",15
"1280","Fjerde akt","Scene 4","Svinene",5
"1281","Fjerde akt","Scene 4","To lakajer",1
"1282","Fjerde akt","Scene 4",NA,23
"1283","Fjerde akt","Scene 5","1. officer",3
"1284","Fjerde akt","Scene 5","2. officer",3
"1285","Fjerde akt","Scene 5","3 mænd",2
"1286","Fjerde akt","Scene 5","Apelone",7
"1287","Fjerde akt","Scene 5","Apicius",3
"1288","Fjerde akt","Scene 5","Chilian",5
"1289","Fjerde akt","Scene 5","Christoffer",3
"1290","Fjerde akt","Scene 5","Cosmoligoreus",3
"1291","Fjerde akt","Scene 5","Don Ranudo",10
"1292","Fjerde akt","Scene 5","Gert",9
"1293","Fjerde akt","Scene 5","Geske",7
"1294","Fjerde akt","Scene 5","Henrik",3
"1295","Fjerde akt","Scene 5","Jacob",2
"1296","Fjerde akt","Scene 5","Jean",14
"1297","Fjerde akt","Scene 5","Jens",4
"1298","Fjerde akt","Scene 5","Jeppe",2
"1299","Fjerde akt","Scene 5","Jeronimus",1
"1300","Fjerde akt","Scene 5","Jesper",6
"1301","Fjerde akt","Scene 5","Leander",1
"1302","Fjerde akt","Scene 5","Leonora",11
"1303","Fjerde akt","Scene 5","Lucretia",3
"1304","Fjerde akt","Scene 5","Madame Abrahamsens",3
"1305","Fjerde akt","Scene 5","Madame Sanderus",2
"1306","Fjerde akt","Scene 5","Marie",8
"1307","Fjerde akt","Scene 5","Marthe",6
"1308","Fjerde akt","Scene 5","Ovidius",4
"1309","Fjerde akt","Scene 5","Pedro",5
"1310","Fjerde akt","Scene 5","Pernille",7
"1311","Fjerde akt","Scene 5","Petronius",7
"1312","Fjerde akt","Scene 5","Pierre",10
"1313","Fjerde akt","Scene 5","Rosiflengius",6
"1314","Fjerde akt","Scene 5","Sganarel",2
"1315","Fjerde akt","Scene 5","Tychonius",10
"1316","Fjerde akt","Scene 5","Ulysses",5
"1317","Fjerde akt","Scene 5","Von Qvoten",8
"1318","Fjerde akt","Scene 5",NA,15
"1319","Fjerde akt","Scene 6","",1
"1320","Fjerde akt","Scene 6","1.",6
"1321","Fjerde akt","Scene 6","1. advokat",10
"1322","Fjerde akt","Scene 6","1. officer",1
"1323","Fjerde akt","Scene 6","1. rådsherreinde",1
"1324","Fjerde akt","Scene 6","2.",3
"1325","Fjerde akt","Scene 6","2. advokat",11
"1326","Fjerde akt","Scene 6","2. officer",17
"1327","Fjerde akt","Scene 6","Anklageren (1. advokat)",1
"1328","Fjerde akt","Scene 6","Apelone",1
"1329","Fjerde akt","Scene 6","Christoff",8
"1330","Fjerde akt","Scene 6","Christoffer",6
"1331","Fjerde akt","Scene 6","Corfitz",18
"1332","Fjerde akt","Scene 6","Cosmoligoreus",9
"1333","Fjerde akt","Scene 6","Dido",6
"1334","Fjerde akt","Scene 6","Dommeren",9
"1335","Fjerde akt","Scene 6","Don Ranudo",10
"1336","Fjerde akt","Scene 6","Donna Olympia",6
"1337","Fjerde akt","Scene 6","Gunild",4
"1338","Fjerde akt","Scene 6","Gunnild",5
"1339","Fjerde akt","Scene 6","Henrik",21
"1340","Fjerde akt","Scene 6","Jacob",3
"1341","Fjerde akt","Scene 6","Jean",8
"1342","Fjerde akt","Scene 6","Jens",9
"1343","Fjerde akt","Scene 6","Jeppe",17
"1344","Fjerde akt","Scene 6","Jeronimus",17
"1345","Fjerde akt","Scene 6","Jeronymus",1
"1346","Fjerde akt","Scene 6","Leonora",8
"1347","Fjerde akt","Scene 6","Magdelone",5
"1348","Fjerde akt","Scene 6","Marie",4
"1349","Fjerde akt","Scene 6","Marthe",7
"1350","Fjerde akt","Scene 6","Pedro",4
"1351","Fjerde akt","Scene 6","Pernille",14
"1352","Fjerde akt","Scene 6","Philemon",10
"1353","Fjerde akt","Scene 6","Pierre",3
"1354","Fjerde akt","Scene 6","Pigen",29
"1355","Fjerde akt","Scene 6","Rasmus",6
"1356","Fjerde akt","Scene 6","Rosiflengius",12
"1357","Fjerde akt","Scene 6","Sganarel",28
"1358","Fjerde akt","Scene 6","Sparenborg",7
"1359","Fjerde akt","Scene 6","Studenstrup",3
"1360","Fjerde akt","Scene 6","To soldater med en tambur",2
"1361","Fjerde akt","Scene 6",NA,29
"1362","Fjerde akt","Scene 7","",1
"1363","Fjerde akt","Scene 7","1.",2
"1364","Fjerde akt","Scene 7","1. komediant",10
"1365","Fjerde akt","Scene 7","1. mand",1
"1366","Fjerde akt","Scene 7","2. komediant",7
"1367","Fjerde akt","Scene 7","2. mand",2
"1368","Fjerde akt","Scene 7","Antonius",6
"1369","Fjerde akt","Scene 7","Christoff",11
"1370","Fjerde akt","Scene 7","Corfitz",2
"1371","Fjerde akt","Scene 7","Dido",3
"1372","Fjerde akt","Scene 7","Don Ranudo",16
"1373","Fjerde akt","Scene 7","Donna Olympia",2
"1374","Fjerde akt","Scene 7","Elisa",2
"1375","Fjerde akt","Scene 7","Fiskeren",20
"1376","Fjerde akt","Scene 7","Gilbert",6
"1377","Fjerde akt","Scene 7","Gunild",6
"1378","Fjerde akt","Scene 7","Henrik",8
"1379","Fjerde akt","Scene 7","Jacob",3
"1380","Fjerde akt","Scene 7","Jens",5
"1381","Fjerde akt","Scene 7","Jens.",1
"1382","Fjerde akt","Scene 7","Jeronimus",17
"1383","Fjerde akt","Scene 7","Leander",10
"1384","Fjerde akt","Scene 7","Leonora",14
"1385","Fjerde akt","Scene 7","Magdelone",2
"1386","Fjerde akt","Scene 7","Ovidius",4
"1387","Fjerde akt","Scene 7","Pernille",5
"1388","Fjerde akt","Scene 7","Philemon",3
"1389","Fjerde akt","Scene 7","Ranudo",1
"1390","Fjerde akt","Scene 7","Sganarel",23
"1391","Fjerde akt","Scene 7","Studenstrup",5
"1392","Fjerde akt","Scene 7","Torben",2
"1393","Fjerde akt","Scene 7","Udtolkeren",14
"1394","Fjerde akt","Scene 7","Værten",9
"1395","Fjerde akt","Scene 7",NA,20
"1396","Fjerde akt","Scene 8","",2
"1397","Fjerde akt","Scene 8","Borgmesterinden",1
"1398","Fjerde akt","Scene 8","Corfitz",14
"1399","Fjerde akt","Scene 8","Don Ranudo",2
"1400","Fjerde akt","Scene 8","Donna Olympia",3
"1401","Fjerde akt","Scene 8","Dorothea",11
"1402","Fjerde akt","Scene 8","Elisa",7
"1403","Fjerde akt","Scene 8","Elsebet",2
"1404","Fjerde akt","Scene 8","Gert",3
"1405","Fjerde akt","Scene 8","Geske",1
"1406","Fjerde akt","Scene 8","Gothard",10
"1407","Fjerde akt","Scene 8","Gottfried",4
"1408","Fjerde akt","Scene 8","Gunild",8
"1409","Fjerde akt","Scene 8","Henrik",2
"1410","Fjerde akt","Scene 8","Jacob",1
"1411","Fjerde akt","Scene 8","Jens",5
"1412","Fjerde akt","Scene 8","Jeronimus",3
"1413","Fjerde akt","Scene 8","Kavaleren",9
"1414","Fjerde akt","Scene 8","Leander",2
"1415","Fjerde akt","Scene 8","Leonora",2
"1416","Fjerde akt","Scene 8","Lucretia",3
"1417","Fjerde akt","Scene 8","Madame Abrahamsens",1
"1418","Fjerde akt","Scene 8","Madame Sanderus",2
"1419","Fjerde akt","Scene 8","Marthe",5
"1420","Fjerde akt","Scene 8","Musikant",4
"1421","Fjerde akt","Scene 8","Ovidius",1
"1422","Fjerde akt","Scene 8","Pedro",5
"1423","Fjerde akt","Scene 8","Pernille",6
"1424","Fjerde akt","Scene 8","Rasmus",10
"1425","Fjerde akt","Scene 8","Rosiflengius",7
"1426","Fjerde akt","Scene 8","Sganarel",11
"1427","Fjerde akt","Scene 8","Troels",6
"1428","Fjerde akt","Scene 8",NA,20
"1429","Fjerde akt","Scene 9","",11
"1430","Fjerde akt","Scene 9","1. komediant",5
"1431","Fjerde akt","Scene 9","2. komediant",4
"1432","Fjerde akt","Scene 9","Arianke",5
"1433","Fjerde akt","Scene 9","Den bevæbnede",9
"1434","Fjerde akt","Scene 9","Don Ranudo",2
"1435","Fjerde akt","Scene 9","Donna Olympia",1
"1436","Fjerde akt","Scene 9","Dorothea",2
"1437","Fjerde akt","Scene 9","Elisa",4
"1438","Fjerde akt","Scene 9","Gert",7
"1439","Fjerde akt","Scene 9","Geske",12
"1440","Fjerde akt","Scene 9","Gothard",8
"1441","Fjerde akt","Scene 9","Gottfried",14
"1442","Fjerde akt","Scene 9","Henrik",18
"1443","Fjerde akt","Scene 9","Marie",7
"1444","Fjerde akt","Scene 9","Marthe",3
"1445","Fjerde akt","Scene 9","Mester Gert",3
"1446","Fjerde akt","Scene 9","Pernille",3
"1447","Fjerde akt","Scene 9","Sganarel",7
"1448","Fjerde akt","Scene 9","To drenge",2
"1449","Fjerde akt","Scene 9","Troels",16
"1450","Fjerde akt","Scene 9","Udtolkeren",2
"1451","Fjerde akt","Scene 9",NA,19
"1452","Første akt","Scene 1","",4
"1453","Første akt","Scene 1","1. bonde",9
"1454","Første akt","Scene 1","2. bonde",8
"1455","Første akt","Scene 1","Anden proprietær",2
"1456","Første akt","Scene 1","Antonius",6
"1457","Første akt","Scene 1","Arbaces.",7
"1458","Første akt","Scene 1","Arv",21
"1459","Første akt","Scene 1","Davus",6
"1460","Første akt","Scene 1","Den anden proprietær",2
"1461","Første akt","Scene 1","Den første proprietær",1
"1462","Første akt","Scene 1","Drengen",5
"1463","Første akt","Scene 1","Eleonora",7
"1464","Første akt","Scene 1","En dreng",2
"1465","Første akt","Scene 1","En postkarl",1
"1466","Første akt","Scene 1","Første proprietær",2
"1467","Første akt","Scene 1","Frands",13
"1468","Første akt","Scene 1","Gonzalo",7
"1469","Første akt","Scene 1","Harlekin",35
"1470","Første akt","Scene 1","Helene",11
"1471","Første akt","Scene 1","Henning",8
"1472","Første akt","Scene 1","Henrik",41
"1473","Første akt","Scene 1","Isabella",7
"1474","Første akt","Scene 1","Jeppe",3
"1475","Første akt","Scene 1","Jeronimus",22
"1476","Første akt","Scene 1","Jesper Oldfux",5
"1477","Første akt","Scene 1","Leander",84
"1478","Første akt","Scene 1","Leerbeutel",6
"1479","Første akt","Scene 1","Leonora",21
"1480","Første akt","Scene 1","Leonore",18
"1481","Første akt","Scene 1","Mandane.",6
"1482","Første akt","Scene 1","Marcolfus",5
"1483","Første akt","Scene 1","Niels",12
"1484","Første akt","Scene 1","Nille",5
"1485","Første akt","Scene 1","Novatianus",7
"1486","Første akt","Scene 1","Ovidius",8
"1487","Første akt","Scene 1","Pernille",29
"1488","Første akt","Scene 1","Philemon",8
"1489","Første akt","Scene 1","Postkarlen",2
"1490","Første akt","Scene 1","Timotheus",7
"1491","Første akt","Scene 1","Torben",5
"1492","Første akt","Scene 1","Tredje proprietær",1
"1493","Første akt","Scene 1","Troels",6
"1494","Første akt","Scene 1",NA,24
"1495","Første akt","Scene 10","",1
"1496","Første akt","Scene 10","Arbaces.",10
"1497","Første akt","Scene 10","Artabanus",2
"1498","Første akt","Scene 10","Artabanus og Semira.",1
"1499","Første akt","Scene 10","Artabanus.",6
"1500","Første akt","Scene 10","Artaxerxes.",13
"1501","Første akt","Scene 10","Chilian",3
"1502","Første akt","Scene 10","Henrik",12
"1503","Første akt","Scene 10","Leander",16
"1504","Første akt","Scene 10","Leonora",17
"1505","Første akt","Scene 10","Mandane.",3
"1506","Første akt","Scene 10","Pernille",15
"1507","Første akt","Scene 10","Semira.",1
"1508","Første akt","Scene 10",NA,6
"1509","Første akt","Scene 11","Arbaces",2
"1510","Første akt","Scene 11","Arbaces.",1
"1511","Første akt","Scene 11","Artabanus",2
"1512","Første akt","Scene 11","Artabanus.",2
"1513","Første akt","Scene 11","Arv",22
"1514","Første akt","Scene 11","Chilian",2
"1515","Første akt","Scene 11","Henrik",25
"1516","Første akt","Scene 11","Magdelone",14
"1517","Første akt","Scene 11","Mandane.",1
"1518","Første akt","Scene 11","Pernille",21
"1519","Første akt","Scene 11","Semira.",1
"1520","Første akt","Scene 11",NA,8
"1521","Første akt","Scene 12","",3
"1522","Første akt","Scene 12","Arbaces.",1
"1523","Første akt","Scene 12","Asverus",2
"1524","Første akt","Scene 12","En ridder",1
"1525","Første akt","Scene 12","Henrik",11
"1526","Første akt","Scene 12","Ohngeldt",8
"1527","Første akt","Scene 12","Semira.",2
"1528","Første akt","Scene 12",NA,4
"1529","Første akt","Scene 13","Arbaces",2
"1530","Første akt","Scene 13","Arbaces.",11
"1531","Første akt","Scene 13","Henrik",5
"1532","Første akt","Scene 13","Leander",3
"1533","Første akt","Scene 13","Mandane.",13
"1534","Første akt","Scene 13","Pernille",5
"1535","Første akt","Scene 13","Ulysses",3
"1536","Første akt","Scene 13",NA,2
"1537","Første akt","Scene 14","Arv",22
"1538","Første akt","Scene 14","Chilian",9
"1539","Første akt","Scene 14","Henrik",19
"1540","Første akt","Scene 14","Ulysses",5
"1541","Første akt","Scene 14",NA,2
"1542","Første akt","Scene 2","",6
"1543","Første akt","Scene 2","Anden proprietær",2
"1544","Første akt","Scene 2","Antonius",7
"1545","Første akt","Scene 2","Arbaces.",9
"1546","Første akt","Scene 2","Artabanus.",8
"1547","Første akt","Scene 2","Arv",56
"1548","Første akt","Scene 2","Claus",9
"1549","Første akt","Scene 2","Davus",2
"1550","Første akt","Scene 2","Den fremmede person",2
"1551","Første akt","Scene 2","Den usynlige",6
"1552","Første akt","Scene 2","Eleonora",4
"1553","Første akt","Scene 2","Første proprietær",2
"1554","Første akt","Scene 2","Frands",7
"1555","Første akt","Scene 2","Gert Westphaler",3
"1556","Første akt","Scene 2","Gottard",9
"1557","Første akt","Scene 2","Harlekin",5
"1558","Første akt","Scene 2","Helene",1
"1559","Første akt","Scene 2","Henrik",60
"1560","Første akt","Scene 2","Isabella",29
"1561","Første akt","Scene 2","Iversen",21
"1562","Første akt","Scene 2","Jeppe",14
"1563","Første akt","Scene 2","Jeronimus",8
"1564","Første akt","Scene 2","Jesper",7
"1565","Første akt","Scene 2","Leander",39
"1566","Første akt","Scene 2","Leerbeutel",23
"1567","Første akt","Scene 2","Leonard",4
"1568","Første akt","Scene 2","Leonora",9
"1569","Første akt","Scene 2","Leonore",9
"1570","Første akt","Scene 2","Magdelone",15
"1571","Første akt","Scene 2","Marcolfus",4
"1572","Første akt","Scene 2","Nille",3
"1573","Første akt","Scene 2","Novatianus",3
"1574","Første akt","Scene 2","Paris",4
"1575","Første akt","Scene 2","Pedro",33
"1576","Første akt","Scene 2","Per",11
"1577","Første akt","Scene 2","Pernille",58
"1578","Første akt","Scene 2","Petronius",9
"1579","Første akt","Scene 2","Philemon",1
"1580","Første akt","Scene 2","proprietær",1
"1581","Første akt","Scene 2","Proprietær",7
"1582","Første akt","Scene 2","Skyldenborg",12
"1583","Første akt","Scene 2","Torben",25
"1584","Første akt","Scene 2","Troels",8
"1585","Første akt","Scene 2",NA,26
"1586","Første akt","Scene 3","",4
"1587","Første akt","Scene 3","1. bonde",6
"1588","Første akt","Scene 3","2. bonde",2
"1589","Første akt","Scene 3","Artabanus.",6
"1590","Første akt","Scene 3","Artaxerxes.",4
"1591","Første akt","Scene 3","Arv",14
"1592","Første akt","Scene 3","Bonden",30
"1593","Første akt","Scene 3","Cogmoligoreus",2
"1594","Første akt","Scene 3","Corfitz",17
"1595","Første akt","Scene 3","Cosmoligoreus",9
"1596","Første akt","Scene 3","Davus",7
"1597","Første akt","Scene 3","Diogenes",8
"1598","Første akt","Scene 3","Frands",1
"1599","Første akt","Scene 3","Gert",10
"1600","Første akt","Scene 3","Harlekin",2
"1601","Første akt","Scene 3","Helene",8
"1602","Første akt","Scene 3","Henrik",21
"1603","Første akt","Scene 3","Isabella",6
"1604","Første akt","Scene 3","Jean",5
"1605","Første akt","Scene 3","Jeppe",6
"1606","Første akt","Scene 3","Jeronimus",76
"1607","Første akt","Scene 3","Jesper",9
"1608","Første akt","Scene 3","Kællingen",23
"1609","Første akt","Scene 3","Leander",10
"1610","Første akt","Scene 3","Leerbeutel",16
"1611","Første akt","Scene 3","Leonora",23
"1612","Første akt","Scene 3","Lucretia",23
"1613","Første akt","Scene 3","Magdelone",70
"1614","Første akt","Scene 3","Manden",10
"1615","Første akt","Scene 3","Marcolfus",7
"1616","Første akt","Scene 3","Novatianus",6
"1617","Første akt","Scene 3","Øllegård",3
"1618","Første akt","Scene 3","Pedro",4
"1619","Første akt","Scene 3","Peer",4
"1620","Første akt","Scene 3","Per",4
"1621","Første akt","Scene 3","Pernille",81
"1622","Første akt","Scene 3","Petronius",11
"1623","Første akt","Scene 3","Roland",10
"1624","Første akt","Scene 3","Sganarel",8
"1625","Første akt","Scene 3","Skyldenborg",1
"1626","Første akt","Scene 3","Torben",10
"1627","Første akt","Scene 3","Troels",13
"1628","Første akt","Scene 3","Trols",1
"1629","Første akt","Scene 3",NA,36
"1630","Første akt","Scene 4","Abelone",8
"1631","Første akt","Scene 4","Antonius",5
"1632","Første akt","Scene 4","Artaxerxes alleene.",2
"1633","Første akt","Scene 4","Arv",36
"1634","Første akt","Scene 4","Bremenfeldt",10
"1635","Første akt","Scene 4","Christoffer",4
"1636","Første akt","Scene 4","Colombine",25
"1637","Første akt","Scene 4","Corfitz",6
"1638","Første akt","Scene 4","Cosmoligoreus",6
"1639","Første akt","Scene 4","Davus",3
"1640","Første akt","Scene 4","Dorothea",8
"1641","Første akt","Scene 4","Frands",3
"1642","Første akt","Scene 4","Fremmede",12
"1643","Første akt","Scene 4","Gonzalo",1
"1644","Første akt","Scene 4","Haagen",6
"1645","Første akt","Scene 4","Harlekin",31
"1646","Første akt","Scene 4","Henrik",44
"1647","Første akt","Scene 4","Herman",6
"1648","Første akt","Scene 4","Isabella",2
"1649","Første akt","Scene 4","Jacob",14
"1650","Første akt","Scene 4","Jens",40
"1651","Første akt","Scene 4","Jens Griffel",2
"1652","Første akt","Scene 4","Jeppe",23
"1653","Første akt","Scene 4","Jeronimus",55
"1654","Første akt","Scene 4","Jesper",13
"1655","Første akt","Scene 4","Kællingen",11
"1656","Første akt","Scene 4","Karlene",1
"1657","Første akt","Scene 4","Lars",3
"1658","Første akt","Scene 4","Leander",3
"1659","Første akt","Scene 4","Leerbeutel",9
"1660","Første akt","Scene 4","Leonard",1
"1661","Første akt","Scene 4","Leonora",3
"1662","Første akt","Scene 4","Leonore",17
"1663","Første akt","Scene 4","Lucretia",10
"1664","Første akt","Scene 4","Magdelone",11
"1665","Første akt","Scene 4","Manden",8
"1666","Første akt","Scene 4","Nille",8
